Fichier - WelzlTime - NaifTime
samples/test-437.points - 355789 - 85260728
samples/test-1563.points - 329422 - 91712679
samples/test-288.points - 346171 - 97096184
samples/test-415.points - 253808 - 91751610
samples/test-627.points - 449278 - 83168535
samples/test-1368.points - 243197 - 107780461
samples/test-1128.points - 96554 - 89531951
samples/test-1319.points - 331311 - 91871590
samples/test-850.points - 281078 - 82783971
samples/test-1561.points - 228893 - 84683963
samples/test-668.points - 317708 - 120615124
samples/test-391.points - 334013 - 88545390
samples/test-742.points - 240159 - 97241757
samples/test-1281.points - 220379 - 140014898
samples/test-513.points - 152446 - 80688186
samples/test-49.points - 284333 - 89676912
samples/test-629.points - 704907 - 102233394
samples/test-1088.points - 395683 - 99870912
samples/test-837.points - 267363 - 105778968
samples/test-132.points - 345072 - 93845536
samples/test-74.points - 288390 - 85643421
samples/test-312.points - 316140 - 95716665
samples/test-843.points - 612836 - 115625492
samples/test-46.points - 221720 - 121626520
samples/test-700.points - 402186 - 103174629
samples/test-434.points - 547795 - 131532524
samples/test-51.points - 215867 - 99684324
samples/test-1353.points - 408325 - 101830571
samples/test-449.points - 272751 - 107079700
samples/test-1623.points - 502641 - 109236557
samples/test-608.points - 354443 - 89416748
samples/test-554.points - 421330 - 117148937
samples/test-1203.points - 326300 - 86633901
samples/test-725.points - 306213 - 235500
samples/test-81.points - 212848 - 98001065
samples/test-1172.points - 416317 - 84810090
samples/test-147.points - 511414 - 82541271
samples/test-570.points - 482910 - 110919666
samples/test-1616.points - 471458 - 90041282
samples/test-397.points - 219813 - 89523458
samples/test-943.points - 223462 - 102780771
samples/test-886.points - 244390 - 90729507
samples/test-1480.points - 222168 - 89692061
samples/test-1562.points - 265048 - 82981183
samples/test-948.points - 98288 - 93299704
samples/test-80.points - 508210 - 8277
samples/test-1263.points - 233633 - 87393302
samples/test-957.points - 253295 - 81605624
samples/test-394.points - 396286 - 82621506
samples/test-145.points - 125981 - 81302268
samples/test-1055.points - 491603 - 96786665
samples/test-1340.points - 418719 - 81066926
samples/test-412.points - 331543 - 89629728
samples/test-185.points - 136037 - 85005036
samples/test-1657.points - 167779 - 89444191
samples/test-569.points - 370723 - 93995012
samples/test-1531.points - 341046 - 83292846
samples/test-488.points - 661083 - 99888943
samples/test-430.points - 351438 - 81094002
samples/test-91.points - 169701 - 91372287
samples/test-34.points - 652944 - 89531319
samples/test-511.points - 223200 - 84645090
samples/test-1275.points - 142224 - 85633457
samples/test-1505.points - 306786 - 93925328
samples/test-295.points - 236534 - 80299267
samples/test-340.points - 447151 - 100604903
samples/test-1369.points - 286373 - 82299785
samples/test-1630.points - 476224 - 88380636
samples/test-1235.points - 70287 - 94603733
samples/test-1302.points - 378993 - 100667959
samples/test-645.points - 468385 - 87335634
samples/test-900.points - 572386 - 92689141
samples/test-562.points - 334966 - 92473456
samples/test-1135.points - 579697 - 94901665
samples/test-870.points - 435975 - 116149802
samples/test-1065.points - 433163 - 85791412
samples/test-253.points - 439114 - 105560804
samples/test-1193.points - 402233 - 80511776
samples/test-309.points - 2175625 - 97584258
samples/test-591.points - 238640 - 92813190
samples/test-109.points - 133931 - 95275268
samples/test-683.points - 395360 - 82745740
samples/test-891.points - 374907 - 108359808
samples/test-1047.points - 382622 - 88659026
samples/test-1086.points - 278578 - 93903718
samples/test-476.points - 244233 - 94733968
samples/test-1363.points - 318796 - 94041516
samples/test-1341.points - 188510 - 99411021
samples/test-290.points - 447485 - 86543701
samples/test-982.points - 398111 - 114955146
samples/test-1299.points - 399870 - 105405561
samples/test-955.points - 431187 - 97819632
samples/test-1259.points - 414740 - 96439060
samples/test-1190.points - 511072 - 93886467
samples/test-211.points - 350553 - 96669247
samples/test-444.points - 433847 - 102361139
samples/test-457.points - 544162 - 84173624
samples/test-1222.points - 239568 - 91880969
samples/test-159.points - 304858 - 79885721
samples/test-819.points - 590396 - 87502415
samples/test-854.points - 232938 - 81854979
samples/test-875.points - 311212 - 102383364
samples/test-941.points - 244379 - 81092775
samples/test-810.points - 245757 - 82392826
samples/test-753.points - 273613 - 80642179
samples/test-1143.points - 414129 - 84757391
samples/test-1131.points - 284997 - 97743650
samples/test-13.points - 581138 - 106648592
samples/test-841.points - 300723 - 106119921
samples/test-62.points - 350597 - 148407
samples/test-303.points - 278799 - 87186789
samples/test-1116.points - 276574 - 83449957
samples/test-252.points - 317993 - 95940922
samples/test-198.points - 508627 - 93462508
samples/test-1265.points - 277243 - 111600152
samples/test-1248.points - 191395 - 110645923
samples/test-96.points - 339226 - 94093735
samples/test-1156.points - 202340 - 104216039
samples/test-865.points - 111369 - 84274927
samples/test-188.points - 305407 - 107770744
samples/test-1139.points - 622838 - 85405772
samples/test-240.points - 482498 - 96641902
samples/test-47.points - 499043 - 103794696
samples/test-1007.points - 532601 - 97187036
samples/test-344.points - 443918 - 88286621
samples/test-1230.points - 429710 - 96396172
samples/test-155.points - 250749 - 83607400
samples/test-433.points - 308779 - 81421525
samples/test-758.points - 245150 - 91732355
samples/test-401.points - 516201 - 101633692
samples/test-1307.points - 511454 - 95693398
samples/test-205.points - 263825 - 82406975
samples/test-224.points - 234770 - 101304387
samples/test-2.points - 309112 - 94155134
samples/test-1525.points - 264080 - 99136334
samples/test-161.points - 453288 - 95402773
samples/test-1274.points - 474608 - 112764598
samples/test-418.points - 406120 - 89605317
samples/test-154.points - 360164 - 93082456
samples/test-921.points - 295388 - 100640015
samples/test-163.points - 434123 - 82454030
samples/test-932.points - 209420 - 99721815
samples/test-1479.points - 551790 - 92690382
samples/test-672.points - 409766 - 87858315
samples/test-752.points - 318606 - 85124654
samples/test-59.points - 276382 - 106946596
samples/test-443.points - 215732 - 102931056
samples/test-1360.points - 380302 - 79623648
samples/test-1575.points - 351875 - 102440625
samples/test-747.points - 149330 - 109104719
samples/test-922.points - 255035 - 108707832
samples/test-238.points - 64427 - 102940617
samples/test-107.points - 350457 - 95031986
samples/test-1121.points - 530475 - 111487705
samples/test-1422.points - 628536 - 83161402
samples/test-1223.points - 296014 - 115636140
samples/test-25.points - 2535391 - 98020405
samples/test-888.points - 259548 - 80905718
samples/test-239.points - 170610 - 111292515
samples/test-551.points - 253605 - 96307615
samples/test-84.points - 311607 - 95890852
samples/test-491.points - 322419 - 86940141
samples/test-1656.points - 399721 - 104964569
samples/test-643.points - 238994 - 90331098
samples/test-915.points - 327445 - 115065486
samples/test-495.points - 341372 - 85855047
samples/test-1416.points - 390978 - 106923468
samples/test-1314.points - 186281 - 109407992
samples/test-616.points - 188540 - 106773354
samples/test-659.points - 364925 - 83959854
samples/test-872.points - 202190 - 82112687
samples/test-494.points - 379909 - 98650123
samples/test-1583.points - 134593 - 98768777
samples/test-1084.points - 673664 - 124541832
samples/test-641.points - 427127 - 92793637
samples/test-410.points - 379352 - 87984656
samples/test-730.points - 333333 - 79501366
samples/test-200.points - 149641 - 116912792
samples/test-568.points - 377733 - 84336427
samples/test-1367.points - 346936 - 537559
samples/test-308.points - 442415 - 98547848
samples/test-1168.points - 332051 - 98423915
samples/test-1594.points - 477833 - 99443556
samples/test-820.points - 479045 - 89542749
samples/test-478.points - 230181 - 89500737
samples/test-398.points - 451781 - 86258833
samples/test-352.points - 534693 - 98641181
samples/test-1166.points - 193549 - 86302685
samples/test-1330.points - 210886 - 103515430
samples/test-1380.points - 203858 - 113444476
samples/test-995.points - 336931 - 105768139
samples/test-976.points - 124000 - 102922163
samples/test-1596.points - 493495 - 95063441
samples/test-806.points - 252135 - 79681276
samples/test-855.points - 430825 - 86213703
samples/test-536.points - 505523 - 87519536
samples/test-268.points - 168461 - 103022197
samples/test-861.points - 310935 - 103326356
samples/test-1544.points - 309943 - 112136834
samples/test-963.points - 579096 - 95645201
samples/test-164.points - 230726 - 92236342
samples/test-1370.points - 330005 - 87290710
samples/test-933.points - 212895 - 95568228
samples/test-1359.points - 255137 - 100549257
samples/test-1472.points - 233738 - 78917113
samples/test-525.points - 476171 - 100464887
samples/test-581.points - 346923 - 104627634
samples/test-1332.points - 274122 - 108170144
samples/test-92.points - 320668 - 111171799
samples/test-1414.points - 528691 - 100202086
samples/test-167.points - 315502 - 94696148
samples/test-1377.points - 463315 - 82556318
samples/test-998.points - 226011 - 105626436
samples/test-896.points - 252224 - 109458734
samples/test-761.points - 324246 - 89363587
samples/test-1295.points - 828784 - 90532343
samples/test-781.points - 185144 - 318772
samples/test-972.points - 484641 - 98242105
samples/test-228.points - 737443 - 96847243
samples/test-1410.points - 327804 - 95690540
samples/test-480.points - 270486 - 103302404
samples/test-942.points - 257419 - 90533885
samples/test-689.points - 181691 - 78490700
samples/test-1101.points - 551333 - 115774656
samples/test-310.points - 390102 - 86156798
samples/test-592.points - 261162 - 111613424
samples/test-1204.points - 318248 - 101383625
samples/test-899.points - 176278 - 93951008
samples/test-219.points - 592863 - 100993501
samples/test-392.points - 160671 - 92663199
samples/test-849.points - 413356 - 106703611
samples/test-663.points - 371581 - 100574785
samples/test-15.points - 266773 - 103837490
samples/test-878.points - 499795 - 94980291
samples/test-272.points - 452588 - 83525046
samples/test-1547.points - 2405463 - 98607315
samples/test-906.points - 280304 - 91275686
samples/test-1191.points - 384932 - 95447365
samples/test-42.points - 253588 - 94540114
samples/test-499.points - 108201 - 80206553
samples/test-330.points - 312722 - 104500015
samples/test-1328.points - 328557 - 108090046
samples/test-778.points - 302843 - 85684017
samples/test-1032.points - 528736 - 113121924
samples/test-1566.points - 353925 - 95451069
samples/test-1437.points - 550703 - 101196288
samples/test-1659.points - 480422 - 95355008
samples/test-175.points - 209075 - 81468918
samples/test-1548.points - 328591 - 106227054
samples/test-988.points - 134333 - 221280
samples/test-873.points - 113426 - 107766472
samples/test-441.points - 260409 - 87185144
samples/test-1322.points - 279486 - 93131077
samples/test-1078.points - 370356 - 91182120
samples/test-254.points - 416860 - 98130692
samples/test-1419.points - 289229 - 90200736
samples/test-22.points - 189967 - 113985758
samples/test-657.points - 279948 - 91968364
samples/test-1376.points - 182072 - 120819287
samples/test-1347.points - 479016 - 94355112
samples/test-926.points - 696853 - 95683992
samples/test-712.points - 227471 - 105519680
samples/test-1264.points - 497058 - 84667858
samples/test-187.points - 386719 - 93302881
samples/test-79.points - 307850 - 99282376
samples/test-206.points - 440996 - 104305539
samples/test-23.points - 449896 - 101139171
samples/test-987.points - 272919 - 92949002
samples/test-1289.points - 394494 - 100483471
samples/test-686.points - 266419 - 86803790
samples/test-400.points - 282404 - 100444676
samples/test-630.points - 436170 - 86241766
samples/test-1338.points - 377461 - 81941324
samples/test-1586.points - 210517 - 99592554
samples/test-1580.points - 359009 - 99178182
samples/test-1447.points - 264959 - 106685759
samples/test-14.points - 350571 - 92262289
samples/test-44.points - 86388 - 93282910
samples/test-458.points - 264692 - 106447793
samples/test-5.points - 229558 - 86990182
samples/test-953.points - 249268 - 110556454
samples/test-1461.points - 407104 - 107283357
samples/test-192.points - 221054 - 93470420
samples/test-481.points - 319433 - 95671626
samples/test-1386.points - 156032 - 89801562
samples/test-277.points - 759857 - 84782342
samples/test-1323.points - 335385 - 84123737
samples/test-783.points - 407109 - 113951621
samples/test-800.points - 514045 - 92688691
samples/test-834.points - 413916 - 89525608
samples/test-980.points - 321109 - 95231774
samples/test-1483.points - 354823 - 111924540
samples/test-403.points - 659965 - 93261568
samples/test-1132.points - 309599 - 97005000
samples/test-756.points - 418269 - 90583546
samples/test-795.points - 667459 - 589616
samples/test-1287.points - 624336 - 83101666
samples/test-282.points - 267155 - 86541374
samples/test-212.points - 205270 - 106189542
samples/test-1112.points - 256753 - 88463633
samples/test-746.points - 346494 - 49908
samples/test-1159.points - 401941 - 94386460
samples/test-1127.points - 417687 - 91296108
samples/test-208.points - 445282 - 97059698
samples/test-78.points - 482634 - 100254827
samples/test-19.points - 255886 - 90634031
samples/test-1495.points - 378205 - 90338932
samples/test-328.points - 162640 - 94020723
samples/test-938.points - 214207 - 98405999
samples/test-1149.points - 342924 - 237612
samples/test-1167.points - 418339 - 100709583
samples/test-1651.points - 260537 - 97048274
samples/test-664.points - 364815 - 105483846
samples/test-675.points - 234422 - 87294501
samples/test-487.points - 531369 - 99224014
samples/test-561.points - 268812 - 91632456
samples/test-682.points - 314262 - 75835
samples/test-990.points - 351561 - 92439416
samples/test-1018.points - 308522 - 93888950
samples/test-1186.points - 523558 - 102708165
samples/test-168.points - 166105 - 86294262
samples/test-1451.points - 214611 - 85750622
samples/test-1016.points - 421770 - 109013902
samples/test-138.points - 502934 - 102353727
samples/test-815.points - 382515 - 96094573
samples/test-12.points - 269332 - 112438018
samples/test-799.points - 285765 - 91651931
samples/test-1605.points - 271311 - 103169908
samples/test-341.points - 338068 - 84306015
samples/test-1054.points - 347997 - 99286350
samples/test-305.points - 356613 - 89262393
samples/test-1636.points - 99473 - 87911955
samples/test-1211.points - 423741 - 105245399
samples/test-1097.points - 157742 - 104067433
samples/test-823.points - 335023 - 82382610
samples/test-1331.points - 276116 - 94165074
samples/test-1607.points - 351305 - 87859187
samples/test-1602.points - 316351 - 101865055
samples/test-280.points - 210674 - 97573808
samples/test-331.points - 204707 - 99443386
samples/test-43.points - 522084 - 86560506
samples/test-1453.points - 257700 - 98409428
samples/test-1395.points - 284449 - 95828857
samples/test-1424.points - 242768 - 93343009
samples/test-606.points - 454911 - 91439270
samples/test-1096.points - 478040 - 91758375
samples/test-1147.points - 442964 - 95753158
samples/test-867.points - 263739 - 102296237
samples/test-4.points - 560076 - 115061851
samples/test-1161.points - 113600 - 85155349
samples/test-857.points - 186173 - 82358295
samples/test-1568.points - 195013 - 97513864
samples/test-26.points - 931313 - 88695614
samples/test-105.points - 308758 - 106363148
samples/test-454.points - 264674 - 94966950
samples/test-220.points - 393231 - 85186482
samples/test-1119.points - 171915 - 95578571
samples/test-326.points - 279359 - 99128273
samples/test-1125.points - 585395 - 90597526
samples/test-996.points - 330490 - 118485819
samples/test-729.points - 473258 - 92569003
samples/test-1165.points - 265946 - 106202342
samples/test-176.points - 224241 - 91684041
samples/test-897.points - 351103 - 80528666
samples/test-788.points - 373831 - 95151383
samples/test-1384.points - 573616 - 87484127
samples/test-1400.points - 272810 - 101218733
samples/test-275.points - 718261 - 91155448
samples/test-1034.points - 274278 - 97263669
samples/test-1456.points - 117651 - 97368504
samples/test-628.points - 563538 - 84005247
samples/test-619.points - 279469 - 85446925
samples/test-1297.points - 262700 - 95377065
samples/test-1174.points - 225253 - 86748774
samples/test-1043.points - 284572 - 99227865
samples/test-578.points - 220219 - 80725816
samples/test-327.points - 259004 - 89684403
samples/test-11.points - 204501 - 82426685
samples/test-887.points - 280468 - 97457040
samples/test-770.points - 1071929 - 81518971
samples/test-381.points - 621195 - 84245150
samples/test-276.points - 680072 - 87144285
samples/test-940.points - 134061 - 103470390
samples/test-685.points - 132872 - 106134722
samples/test-633.points - 281037 - 82992522
samples/test-508.points - 361144 - 86133815
samples/test-965.points - 765715 - 89266853
samples/test-1005.points - 352479 - 107222617
samples/test-1053.points - 456668 - 102769706
samples/test-1517.points - 317143 - 82075516
samples/test-1251.points - 441072 - 83840019
samples/test-369.points - 381092 - 95936313
samples/test-371.points - 634342 - 80250199
samples/test-210.points - 558454 - 84888118
samples/test-1293.points - 1838864 - 101596872
samples/test-315.points - 235549 - 92704201
samples/test-807.points - 427531 - 92003349
samples/test-1443.points - 164235 - 98626932
samples/test-1620.points - 171500 - 100430591
samples/test-1407.points - 199338 - 82965423
samples/test-979.points - 321415 - 113868296
samples/test-236.points - 489612 - 94978185
samples/test-119.points - 520997 - 83519097
samples/test-1195.points - 720085 - 97983759
samples/test-544.points - 1032707 - 97027126
samples/test-348.points - 312278 - 100144428
samples/test-438.points - 380158 - 83991798
samples/test-1371.points - 273250 - 104245800
samples/test-1268.points - 384141 - 101105247
samples/test-1598.points - 279378 - 99373008
samples/test-1098.points - 399067 - 96355769
samples/test-349.points - 251334 - 93154195
samples/test-1436.points - 327166 - 84506514
samples/test-1348.points - 193164 - 88360667
samples/test-170.points - 570716 - 103684997
samples/test-263.points - 458400 - 101960614
samples/test-339.points - 121197 - 98368846
samples/test-1448.points - 100479 - 560720
samples/test-1298.points - 534515 - 92082811
samples/test-801.points - 223798 - 111756787
samples/test-1664.points - 381007 - 90654345
samples/test-1276.points - 333797 - 91662819
samples/test-1500.points - 369229 - 112061638
samples/test-705.points - 422302 - 107137914
samples/test-1256.points - 279785 - 86102511
samples/test-1501.points - 382243 - 114265990
samples/test-1565.points - 370940 - 104880511
samples/test-527.points - 561937 - 100650045
samples/test-216.points - 194257 - 101025656
samples/test-436.points - 212233 - 297239
samples/test-1343.points - 501211 - 81710070
samples/test-764.points - 333577 - 88484375
samples/test-191.points - 337044 - 88500791
samples/test-1442.points - 266955 - 98526472
samples/test-1152.points - 191973 - 90181091
samples/test-884.points - 155361 - 88560617
samples/test-294.points - 531309 - 112115396
samples/test-1317.points - 303444 - 94734640
samples/test-661.points - 491170 - 93837932
samples/test-1061.points - 478112 - 96063612
samples/test-605.points - 304085 - 90622056
samples/test-1498.points - 354030 - 111426890
samples/test-835.points - 330544 - 96618373
samples/test-506.points - 298325 - 97712416
samples/test-1209.points - 318960 - 101086163
samples/test-1645.points - 268086 - 90065423
samples/test-1428.points - 184920 - 90653519
samples/test-985.points - 361610 - 790523
samples/test-1650.points - 217100 - 80792610
samples/test-1100.points - 387541 - 88088444
samples/test-1218.points - 478602 - 91770171
samples/test-673.points - 535799 - 82880493
samples/test-452.points - 592108 - 104627252
samples/test-1372.points - 402795 - 107602795
samples/test-1301.points - 293983 - 108727547
samples/test-244.points - 385207 - 115924006
samples/test-266.points - 511009 - 100074199
samples/test-1350.points - 306576 - 84529407
samples/test-898.points - 212383 - 104624559
samples/test-356.points - 292766 - 85203169
samples/test-1118.points - 338996 - 98442440
samples/test-1383.points - 303800 - 97772738
samples/test-1024.points - 467892 - 111669043
samples/test-448.points - 447647 - 89327921
samples/test-1608.points - 521084 - 95341414
samples/test-166.points - 152337 - 105883504
samples/test-269.points - 466614 - 85715548
samples/test-1004.points - 169520 - 81414618
samples/test-281.points - 426942 - 106016832
samples/test-1432.points - 153349 - 105778589
samples/test-1123.points - 191074 - 95993597
samples/test-635.points - 471347 - 103420986
samples/test-666.points - 368369 - 91976033
samples/test-512.points - 211965 - 108674070
samples/test-983.points - 1518537 - 84984721
samples/test-1532.points - 116966 - 100354021
samples/test-362.points - 189516 - 113795018
samples/test-6.points - 197799 - 391877
samples/test-1309.points - 708745 - 87408208
samples/test-1392.points - 299482 - 93229163
samples/test-1649.points - 400123 - 87679666
samples/test-1597.points - 201951 - 104833161
samples/test-408.points - 257857 - 100198239
samples/test-149.points - 405398 - 84527488
samples/test-1558.points - 398106 - 103305134
samples/test-1236.points - 127723 - 105216517
samples/test-399.points - 383468 - 92292580
samples/test-83.points - 777567 - 82779256
samples/test-572.points - 169004 - 87450239
samples/test-1427.points - 334192 - 108953844
samples/test-1454.points - 205896 - 94597037
samples/test-1160.points - 797899 - 104277322
samples/test-337.points - 293314 - 84745590
samples/test-314.points - 313331 - 107358814
samples/test-87.points - 368132 - 113957614
samples/test-543.points - 499570 - 105844012
samples/test-1638.points - 498710 - 80213194
samples/test-773.points - 291080 - 147774
samples/test-241.points - 552918 - 86244920
samples/test-1060.points - 437687 - 92468359
samples/test-319.points - 184625 - 90568059
samples/test-1266.points - 198737 - 112426482
samples/test-1364.points - 238126 - 108717938
samples/test-1154.points - 465630 - 95851198
samples/test-885.points - 248552 - 101123304
samples/test-1106.points - 671135 - 87420959
samples/test-1103.points - 654662 - 107534545
samples/test-33.points - 349469 - 92536332
samples/test-503.points - 217981 - 100558828
samples/test-626.points - 414954 - 88651847
samples/test-859.points - 305663 - 83104703
samples/test-1399.points - 470824 - 390598
samples/test-1304.points - 341339 - 84931038
samples/test-174.points - 227310 - 92465603
samples/test-1423.points - 296221 - 93315633
samples/test-808.points - 322116 - 89893051
samples/test-385.points - 654544 - 92769277
samples/test-1199.points - 279868 - 92934517
samples/test-1109.points - 415035 - 98158221
samples/test-1463.points - 389464 - 108416958
samples/test-623.points - 273401 - 107217417
samples/test-464.points - 352428 - 83431493
samples/test-649.points - 227455 - 591362
samples/test-58.points - 592117 - 101071356
samples/test-798.points - 412993 - 97665911
samples/test-962.points - 297743 - 89526144
samples/test-1138.points - 260306 - 97202450
samples/test-429.points - 331561 - 92190317
samples/test-279.points - 98703 - 92558856
samples/test-1653.points - 490089 - 96159983
samples/test-640.points - 292964 - 93389980
samples/test-1105.points - 320091 - 90416686
samples/test-812.points - 385186 - 105260777
samples/test-1183.points - 151183 - 91395679
samples/test-1365.points - 243022 - 96819807
samples/test-818.points - 622707 - 104504293
samples/test-1351.points - 357629 - 83776739
samples/test-30.points - 321829 - 86967548
samples/test-793.points - 282228 - 87877275
samples/test-193.points - 230885 - 83177748
samples/test-1178.points - 551440 - 100384590
samples/test-474.points - 319359 - 104203790
samples/test-1150.points - 238887 - 98124179
samples/test-296.points - 337416 - 91905910
samples/test-905.points - 243627 - 94942429
samples/test-122.points - 263310 - 94230645
samples/test-718.points - 230158 - 92938556
samples/test-120.points - 280539 - 108406675
samples/test-1459.points - 700091 - 111689407
samples/test-229.points - 319963 - 91928643
samples/test-64.points - 215311 - 87234589
samples/test-794.points - 459586 - 105932900
samples/test-1388.points - 543832 - 92588553
samples/test-1258.points - 242639 - 98550142
samples/test-903.points - 413989 - 98922696
samples/test-1513.points - 805256 - 92706432
samples/test-127.points - 141004 - 86124484
samples/test-1402.points - 360200 - 95392250
samples/test-68.points - 273914 - 26627
samples/test-141.points - 405864 - 103853323
samples/test-21.points - 275425 - 90229554
samples/test-61.points - 289795 - 89793944
samples/test-321.points - 288840 - 104390149
samples/test-1076.points - 257626 - 80877170
samples/test-1229.points - 343803 - 103060293
samples/test-1214.points - 360476 - 92285448
samples/test-1184.points - 493568 - 101487217
samples/test-1140.points - 549322 - 112438785
samples/test-226.points - 355887 - 91788659
samples/test-1014.points - 290677 - 82350411
samples/test-706.points - 218106 - 99057155
samples/test-1541.points - 354075 - 88915441
samples/test-813.points - 365925 - 98335966
samples/test-951.points - 363653 - 104116603
samples/test-93.points - 222572 - 98352921
samples/test-703.points - 390713 - 91598845
samples/test-173.points - 275605 - 89966200
samples/test-1205.points - 352537 - 90755740
samples/test-1622.points - 286359 - 101671006
samples/test-493.points - 422484 - 81265195
samples/test-1217.points - 223202 - 102333359
samples/test-1074.points - 320849 - 104743135
samples/test-994.points - 128222 - 96218036
samples/test-1403.points - 273567 - 92707536
samples/test-923.points - 391903 - 98387850
samples/test-432.points - 288645 - 478035
samples/test-671.points - 245207 - 83318708
samples/test-395.points - 206614 - 107220377
samples/test-99.points - 302275 - 97975017
samples/test-1518.points - 158212 - 106925952
samples/test-989.points - 243101 - 102846742
samples/test-1387.points - 429676 - 96797721
samples/test-1238.points - 148496 - 93915240
samples/test-1104.points - 284985 - 80557317
samples/test-1146.points - 276163 - 80919804
samples/test-613.points - 388569 - 92623007
samples/test-402.points - 319703 - 87577610
samples/test-214.points - 300973 - 91386506
samples/test-396.points - 390256 - 95559300
samples/test-1170.points - 288864 - 102627733
samples/test-1194.points - 242090 - 84349057
samples/test-751.points - 211357 - 97976286
samples/test-1535.points - 184599 - 84111155
samples/test-530.points - 462466 - 325338
samples/test-435.points - 328091 - 93340988
samples/test-1617.points - 505668 - 84915371
samples/test-1637.points - 342114 - 92510929
samples/test-293.points - 212842 - 96112820
samples/test-1042.points - 199064 - 79183166
samples/test-1064.points - 259282 - 125134308
samples/test-382.points - 373757 - 87220100
samples/test-620.points - 315931 - 96118782
samples/test-1474.points - 181714 - 104290801
samples/test-584.points - 242832 - 85623466
samples/test-916.points - 319632 - 93699550
samples/test-292.points - 316902 - 90662683
samples/test-876.points - 276898 - 85561969
samples/test-1634.points - 254495 - 101379874
samples/test-1068.points - 277018 - 97081452
samples/test-285.points - 270150 - 99031093
samples/test-1169.points - 501031 - 93913798
samples/test-676.points - 777615 - 95742394
samples/test-728.points - 310559 - 83397656
samples/test-1417.points - 227736 - 81630144
samples/test-1413.points - 279616 - 91497713
samples/test-406.points - 334352 - 95320114
samples/test-1477.points - 556638 - 87525325
samples/test-1111.points - 297172 - 119843612
samples/test-483.points - 81712 - 104296480
samples/test-1588.points - 363508 - 86059200
samples/test-278.points - 258804 - 82187942
samples/test-250.points - 308856 - 105444646
samples/test-1022.points - 279189 - 85742672
samples/test-505.points - 449639 - 94488434
samples/test-194.points - 417527 - 90887554
samples/test-297.points - 323501 - 88666211
samples/test-1286.points - 355981 - 95408644
samples/test-1059.points - 473559 - 82305805
samples/test-612.points - 649058 - 82334718
samples/test-550.points - 337705 - 89745010
samples/test-802.points - 1318082 - 87298032
samples/test-298.points - 205748 - 84654613
samples/test-1153.points - 202878 - 79174587
samples/test-864.points - 335235 - 80718769
samples/test-848.points - 398404 - 96507771
samples/test-960.points - 404138 - 90654302
samples/test-1572.points - 485442 - 104532952
samples/test-317.points - 393244 - 84351120
samples/test-108.points - 391794 - 102267616
samples/test-1601.points - 250504 - 83201839
samples/test-335.points - 331997 - 99444228
samples/test-691.points - 250243 - 123765495
samples/test-515.points - 327847 - 93135016
samples/test-65.points - 387193 - 89304169
samples/test-128.points - 364836 - 87984948
samples/test-757.points - 298587 - 80808422
samples/test-1226.points - 371345 - 103396466
samples/test-1202.points - 339088 - 91516144
samples/test-1215.points - 292521 - 91635521
samples/test-306.points - 564064 - 95891785
samples/test-1151.points - 381997 - 80810440
samples/test-110.points - 507232 - 104049891
samples/test-1554.points - 281300 - 83955616
samples/test-54.points - 178605 - 83531927
samples/test-950.points - 328390 - 90760634
samples/test-723.points - 213603 - 95080346
samples/test-256.points - 512914 - 92703764
samples/test-1550.points - 423721 - 103803372
samples/test-35.points - 199442 - 79747454
samples/test-780.points - 192088 - 88752808
samples/test-748.points - 77671 - 105959634
samples/test-577.points - 480013 - 103086617
samples/test-1108.points - 346759 - 90198297
samples/test-1030.points - 616067 - 112810122
samples/test-375.points - 321658 - 88661009
samples/test-731.points - 267587 - 90541775
samples/test-363.points - 504759 - 84980003
samples/test-1626.points - 270703 - 101277493
samples/test-270.points - 370861 - 101478082
samples/test-842.points - 111731 - 83895522
samples/test-526.points - 356030 - 82747296
samples/test-221.points - 444998 - 94501669
samples/test-251.points - 378655 - 95449937
samples/test-1198.points - 163734 - 101208710
samples/test-112.points - 169886 - 94631691
samples/test-195.points - 289544 - 103957947
samples/test-759.points - 436189 - 104240694
samples/test-361.points - 412583 - 104955720
samples/test-711.points - 488598 - 103743273
samples/test-1228.points - 780944 - 96197747
samples/test-1000.points - 228953 - 107681500
samples/test-611.points - 114970 - 79181592
samples/test-1002.points - 263419 - 90548367
samples/test-1612.points - 256081 - 106222191
samples/test-1085.points - 495068 - 88949563
samples/test-345.points - 266177 - 90733346
samples/test-1644.points - 401180 - 90309259
samples/test-1425.points - 340548 - 109104411
samples/test-357.points - 470474 - 92090546
samples/test-784.points - 359010 - 94285910
samples/test-1444.points - 275063 - 95743747
samples/test-557.points - 472214 - 97860499
samples/test-1434.points - 452516 - 102401756
samples/test-1466.points - 309765 - 123205832
samples/test-883.points - 197366 - 82032609
samples/test-1175.points - 239062 - 111100576
samples/test-482.points - 351935 - 86199248
samples/test-863.points - 145921 - 93738798
samples/test-1628.points - 247641 - 83216660
samples/test-644.points - 452840 - 88872983
samples/test-877.points - 351625 - 101565156
samples/test-231.points - 173703 - 80202369
samples/test-1494.points - 211683 - 91080723
samples/test-1041.points - 359455 - 98506367
samples/test-680.points - 473533 - 89825564
samples/test-667.points - 161075 - 106406218
samples/test-1652.points - 264319 - 90018482
samples/test-1631.points - 499142 - 105203750
samples/test-833.points - 326442 - 100019823
samples/test-617.points - 276383 - 46595
samples/test-1393.points - 161212 - 87340645
